/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_45_911.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_45_911.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_45_911.jpg, 0, 0, 0, 0.0001592863
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_014.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_014.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_014.jpg, 0, 0, 0, 0.0008003601
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_117.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_117.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_117.jpg, 0, 0, 0, 0.002163859
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_219.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_219.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_219.jpg, 0, 0, 0, 0.0007628746
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_319.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_319.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_319.jpg, 0, 0, 0, 0.0002843736
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_427.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_427.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_427.jpg, 0, 0, 0, 0.002146861
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_527.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_527.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_527.jpg, 0, 0, 0, 0.0007764572
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_632.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_632.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_632.jpg, 0, 0, 0, 0.00026626
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_733.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_733.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_733.jpg, 0, 0, 0, 0.001274727
/Users/hengquan/Desktop/data/IMG/center_2018_11_18_12_45_46_834.jpg, /Users/hengquan/Desktop/data/IMG/left_2018_11_18_12_45_46_834.jpg, /Users/hengquan/Desktop/data/IMG/right_2018_11_18_12_45_46_834.jpg, 0, 0, 0, 0.002102745
